id_registro,id_usuario,id_contexto,fecha_hora,valencia,activacion,comentario,comentario_limpio,valencia_limpia,error_conversion_valencia,valencia_valida,error_rango_valencia,activacion_limpia,error_conversion_activacion,activacion_valida,error_rango_activacion,fecha_hora_limpia,error_fecha,id_usuario_limpio,error_usuario,usuario_valido,id_contexto_limpio,error_contexto,contexto_valido,duplicado_id_registro,error_duplicado,duplicado_fila_completa,cantidad_errores,registro_valido
2650,13,4,2026-04-15 13:41,-0.13,0.36,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.13,,True,,0.36,,True,,2026-04-15 13:41:00,,13,,True,4,,True,False,,False,0,True
3458,14,5,2026-04-16 12:42,0.04,0.39,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.04,,True,,0.39,,True,,2026-04-16 12:42:00,,14,,True,5,,True,False,,False,0,True
3609,15,6,2026-05-06 12:25,-0.10,0.55,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.1,,True,,0.55,,True,,2026-05-06 12:25:00,,15,,True,6,,True,False,,False,0,True
1267,16,7,2026-04-30 17:40,0.11,-0.06,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.11,,True,,-0.06,,True,,2026-04-30 17:40:00,,16,,True,7,,True,False,,False,0,True
5237,17,8,2026-04-30 12:13,-0.05,0.15,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.05,,True,,0.15,,True,,2026-04-30 12:13:00,,17,,True,8,,True,False,,False,0,True
5421,18,9,2026-04-04 12:21,-0.00,0.29,Registró una respuesta breve,Registró una respuesta breve,-0.0,,True,,0.29,,True,,2026-04-04 12:21:00,,18,,True,9,,True,False,,False,0,True
912,19,10,2026-04-30 10:23,-0.39,0.45,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.39,,True,,0.45,,True,,2026-04-30 10:23:00,,19,,True,10,,True,False,,False,0,True
1572,20,11,2026-05-04 17:19,0.05,-0.34,Completó una etapa intermedia,Completó una etapa intermedia,0.05,,True,,-0.34,,True,,2026-05-04 17:19:00,,20,,True,11,,True,False,,False,0,True
4866,21,12,2026-05-05 18:00,0.24,0.24,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.24,,True,,0.24,,True,,2026-05-05 18:00:00,,21,,True,12,,True,False,,False,0,True
1144,22,1,2026-05-04 11:31,0.35,0.27,Recibió una devolución positiva,Recibió una devolución positiva,0.35,,True,,0.27,,True,,2026-05-04 11:31:00,,22,,True,1,,True,False,,False,0,True
983,23,2,2026-04-30 16:00,-0.62,0.89,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.62,,True,,0.89,,True,,2026-04-30 16:00:00,,23,,True,2,,True,False,,False,0,True
3841,24,3,2026-04-30 09:08,-0.38,0.42,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.38,,True,,0.42,,True,,2026-04-30 09:08:00,,24,,True,3,,True,False,,False,0,True
4029,25,4,2026-05-06 16:20,0.49,0.59,Recibió una devolución positiva,Recibió una devolución positiva,0.49,,True,,0.59,,True,,2026-05-06 16:20:00,,25,,True,4,,True,False,,False,0,True
5449,1,5,2026-05-14 13:14,-0.17,0.03,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.17,,True,,0.03,,True,,2026-05-14 13:14:00,,1,,True,5,,True,False,,False,0,True
4522,2,6,2026-04-12 10:08,-0.20,0.24,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.2,,True,,0.24,,True,,2026-04-12 10:08:00,,2,,True,6,,True,False,,False,0,True
1738,3,7,2026-05-13 16:51,0.50,-0.03,Comprendió el problema planteado,Comprendió el problema planteado,0.5,,True,,-0.03,,True,,2026-05-13 16:51:00,,3,,True,7,,True,False,,False,0,True
3471,4,8,2026-05-01 14:34,0.12,-0.52,Registró una respuesta breve,Registró una respuesta breve,0.12,,True,,-0.52,,True,,2026-05-01 14:34:00,,4,,True,8,,True,False,,False,0,True
3338,5,9,2026-04-30 09:10,-0.38,0.19,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.38,,True,,0.19,,True,,2026-04-30 09:10:00,,5,,True,9,,True,False,,False,0,True
4068,6,10,2026-05-01 15:27,-0.07,0.52,Completó una etapa intermedia,Completó una etapa intermedia,-0.07,,True,,0.52,,True,,2026-05-01 15:27:00,,6,,True,10,,True,False,,False,0,True
3918,7,11,2026-05-22 11:43,0.34,0.86,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.34,,True,,0.86,,True,,2026-05-22 11:43:00,,7,,True,11,,True,False,,False,0,True
3341,8,12,2026-04-10 15:03,0.05,0.16,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.05,,True,,0.16,,True,,2026-04-10 15:03:00,,8,,True,12,,True,False,,False,0,True
2868,9,1,2026-04-27 15:38,0.04,0.34,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.04,,True,,0.34,,True,,2026-04-27 15:38:00,,9,,True,1,,True,False,,False,0,True
905,10,2,2026-04-06 15:41,0.36,0.53,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.36,,True,,0.53,,True,,2026-04-06 15:41:00,,10,,True,2,,True,False,,False,0,True
4061,11,3,2026-05-03 14:30,0.94,0.64,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.94,,True,,0.64,,True,,2026-05-03 14:30:00,,11,,True,3,,True,False,,False,0,True
2375,12,4,2026-04-18 09:59,0.75,-0.25,Encontró una solución funcional,Encontró una solución funcional,0.75,,True,,-0.25,,True,,2026-04-18 09:59:00,,12,,True,4,,True,False,,False,0,True
5381,13,5,2026-04-26 12:52,-0.69,0.34,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.69,,True,,0.34,,True,,2026-04-26 12:52:00,,13,,True,5,,True,False,,False,0,True
3395,14,6,2026-04-23 14:24,0.54,0.19,Encontró una solución funcional,Encontró una solución funcional,0.54,,True,,0.19,,True,,2026-04-23 14:24:00,,14,,True,6,,True,False,,False,0,True
463,15,7,2026-04-28 16:32,-0.82,0.74,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.82,,True,,0.74,,True,,2026-04-28 16:32:00,,15,,True,7,,True,False,,False,0,True
3986,16,8,2026-05-15 16:10,-0.42,0.48,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.42,,True,,0.48,,True,,2026-05-15 16:10:00,,16,,True,8,,True,False,,False,0,True
5539,17,9,2026-04-24 15:58,0.29,0.33,Registró una respuesta breve,Registró una respuesta breve,0.29,,True,,0.33,,True,,2026-04-24 15:58:00,,17,,True,9,,True,False,,False,0,True
3294,18,10,2026-04-29 17:04,-0.27,0.15,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.27,,True,,0.15,,True,,2026-04-29 17:04:00,,18,,True,10,,True,False,,False,0,True
5846,19,11,2026-04-12 13:12,0.94,0.97,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.94,,True,,0.97,,True,,2026-04-12 13:12:00,,19,,True,11,,True,False,,False,0,True
1091,20,12,2026-05-24 13:09,0.24,0.11,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.24,,True,,0.11,,True,,2026-05-24 13:09:00,,20,,True,12,,True,False,,False,0,True
1539,21,1,2026-05-03 09:50,-0.23,0.40,Registró una respuesta breve,Registró una respuesta breve,-0.23,,True,,0.4,,True,,2026-05-03 09:50:00,,21,,True,1,,True,False,,False,0,True
2886,22,2,2026-05-07 08:03,0.12,0.43,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.12,,True,,0.43,,True,,2026-05-07 08:03:00,,22,,True,2,,True,False,,False,0,True
3808,23,3,2026-05-14 10:09,-0.41,0.76,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.41,,True,,0.76,,True,,2026-05-14 10:09:00,,23,,True,3,,True,False,,False,0,True
1533,24,4,2026-05-01 09:49,0.16,0.49,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.16,,True,,0.49,,True,,2026-05-01 09:49:00,,24,,True,4,,True,False,,False,0,True
1850,25,5,2026-05-23 11:35,-0.10,0.39,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.1,,True,,0.39,,True,,2026-05-23 11:35:00,,25,,True,5,,True,False,,False,0,True
2191,1,6,2026-04-01 08:42,0.44,0.02,Comprendió el problema planteado,Comprendió el problema planteado,0.44,,True,,0.02,,True,,2026-04-01 08:42:00,,1,,True,6,,True,False,,False,0,True
6018,2,7,2026/13/01 08:00,0.10,-0.43,Registró una respuesta breve,Registró una respuesta breve,0.1,,True,,-0.43,,True,,,fecha_hora inválida: 2026/13/01 08:00,2,,True,7,,True,False,,False,1,False
5576,3,8,2026-05-18 12:43,-0.89,0.84,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.89,,True,,0.84,,True,,2026-05-18 12:43:00,,3,,True,8,,True,False,,False,0,True
5053,4,9,2026-05-14 15:46,0.16,0.33,Revisó materiales del curso,Revisó materiales del curso,0.16,,True,,0.33,,True,,2026-05-14 15:46:00,,4,,True,9,,True,False,,False,0,True
1660,5,10,2026-04-19 16:30,0.39,0.56,Recibió una devolución positiva,Recibió una devolución positiva,0.39,,True,,0.56,,True,,2026-04-19 16:30:00,,5,,True,10,,True,False,,False,0,True
5565,6,11,2026-05-03 12:49,-0.97,-0.97,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.97,,True,,-0.97,,True,,2026-05-03 12:49:00,,6,,True,11,,True,False,,False,0,True
1239,7,12,2026-05-18 15:01,-0.45,0.45,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.45,,True,,0.45,,True,,2026-05-18 15:01:00,,7,,True,12,,True,False,,False,0,True
1174,8,1,2026-04-13 08:05,-0.32,0.16,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.32,,True,,0.16,,True,,2026-04-13 08:05:00,,8,,True,1,,True,False,,False,0,True
3362,9,2,2026-05-30 10:05,0.19,-0.01,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.19,,True,,-0.01,,True,,2026-05-30 10:05:00,,9,,True,2,,True,False,,False,0,True
1779,10,3,2026-04-17 09:54,0.50,0.42,Comprendió el problema planteado,Comprendió el problema planteado,0.5,,True,,0.42,,True,,2026-04-17 09:54:00,,10,,True,3,,True,False,,False,0,True
4569,11,4,2026-05-23 08:49,-0.21,-0.07,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.21,,True,,-0.07,,True,,2026-05-23 08:49:00,,11,,True,4,,True,False,,False,0,True
5714,12,5,2026-05-04 16:50,-0.58,0.70,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.58,,True,,0.7,,True,,2026-05-04 16:50:00,,12,,True,5,,True,False,,False,0,True
1278,13,6,2026-04-14 08:31,-0.42,0.14,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.42,,True,,0.14,,True,,2026-04-14 08:31:00,,13,,True,6,,True,False,,False,0,True
3036,14,7,2026-04-11 11:55,0.36,0.68,Encontró una solución funcional,Encontró una solución funcional,0.36,,True,,0.68,,True,,2026-04-11 11:55:00,,14,,True,7,,True,False,,False,0,True
1175,15,8,2026-04-11 11:28,0.15,0.04,Completó una etapa intermedia,Completó una etapa intermedia,0.15,,True,,0.04,,True,,2026-04-11 11:28:00,,15,,True,8,,True,False,,False,0,True
3638,16,9,2026-04-24 16:36,-0.06,0.98,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.06,,True,,0.98,,True,,2026-04-24 16:36:00,,16,,True,9,,True,False,,False,0,True
1222,17,10,2026-05-15 15:45,0.23,0.76,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.23,,True,,0.76,,True,,2026-05-15 15:45:00,,17,,True,10,,True,False,,False,0,True
970,18,11,2026-05-16 16:50,0.01,0.36,Registró una respuesta breve,Registró una respuesta breve,0.01,,True,,0.36,,True,,2026-05-16 16:50:00,,18,,True,11,,True,False,,False,0,True
3893,19,12,2026-04-09 16:24,-0.62,0.54,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.62,,True,,0.54,,True,,2026-04-09 16:24:00,,19,,True,12,,True,False,,False,0,True
4545,20,1,2026-04-01 15:33,-0.20,-0.03,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.2,,True,,-0.03,,True,,2026-04-01 15:33:00,,20,,True,1,,True,False,,False,0,True
1018,21,2,2026-05-12 10:46,0.10,-0.10,Registró una respuesta breve,Registró una respuesta breve,0.1,,True,,-0.1,,True,,2026-05-12 10:46:00,,21,,True,2,,True,False,,False,0,True
720,22,3,2026-04-03 15:21,0.29,0.28,Registró una respuesta breve,Registró una respuesta breve,0.29,,True,,0.28,,True,,2026-04-03 15:21:00,,22,,True,3,,True,False,,False,0,True
2746,23,4,2026-04-09 15:54,-0.37,0.36,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.37,,True,,0.36,,True,,2026-04-09 15:54:00,,23,,True,4,,True,False,,False,0,True
5287,24,5,2026-05-07 10:15,-0.02,0.07,Completó una etapa intermedia,Completó una etapa intermedia,-0.02,,True,,0.07,,True,,2026-05-07 10:15:00,,24,,True,5,,True,False,,False,0,True
1977,25,6,2026-05-24 10:17,-0.37,0.33,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.37,,True,,0.33,,True,,2026-05-24 10:17:00,,25,,True,6,,True,False,,False,0,True
1618,1,7,2026-05-10 12:22,0.24,0.69,Registró una respuesta breve,Registró una respuesta breve,0.24,,True,,0.69,,True,,2026-05-10 12:22:00,,1,,True,7,,True,False,,False,0,True
2832,2,8,2026-04-01 13:45,0.22,0.35,Registró una respuesta breve,Registró una respuesta breve,0.22,,True,,0.35,,True,,2026-04-01 13:45:00,,2,,True,8,,True,False,,False,0,True
5068,3,9,2026-04-05 15:47,-0.03,0.14,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.03,,True,,0.14,,True,,2026-04-05 15:47:00,,3,,True,9,,True,False,,False,0,True
4015,4,10,2026-04-07 12:20,-0.66,0.67,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.66,,True,,0.67,,True,,2026-04-07 12:20:00,,4,,True,10,,True,False,,False,0,True
3135,5,11,2026-04-04 13:37,0.16,0.39,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.16,,True,,0.39,,True,,2026-04-04 13:37:00,,5,,True,11,,True,False,,False,0,True
4505,6,12,2026-05-06 17:32,0.22,0.15,Registró una respuesta breve,Registró una respuesta breve,0.22,,True,,0.15,,True,,2026-05-06 17:32:00,,6,,True,12,,True,False,,False,0,True
1019,7,1,2026-04-13 10:57,0.45,0.81,Encontró una solución funcional,Encontró una solución funcional,0.45,,True,,0.81,,True,,2026-04-13 10:57:00,,7,,True,1,,True,False,,False,0,True
410,8,2,2026-04-12 16:48,-0.05,0.91,Completó una etapa intermedia,Completó una etapa intermedia,-0.05,,True,,0.91,,True,,2026-04-12 16:48:00,,8,,True,2,,True,False,,False,0,True
601,9,3,2026-04-04 09:23,-0.43,0.87,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.43,,True,,0.87,,True,,2026-04-04 09:23:00,,9,,True,3,,True,False,,False,0,True
3302,10,4,2026-04-03 16:06,0.18,-0.11,Revisó materiales del curso,Revisó materiales del curso,0.18,,True,,-0.11,,True,,2026-04-03 16:06:00,,10,,True,4,,True,False,,False,0,True
4070,11,5,2026-05-26 13:50,0.42,0.37,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.42,,True,,0.37,,True,,2026-05-26 13:50:00,,11,,True,5,,True,False,,False,0,True
3897,12,6,2026-05-09 12:40,0.58,0.40,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.58,,True,,0.4,,True,,2026-05-09 12:40:00,,12,,True,6,,True,False,,False,0,True
4369,13,7,2026-04-29 16:44,0.18,0.04,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.18,,True,,0.04,,True,,2026-04-29 16:44:00,,13,,True,7,,True,False,,False,0,True
3959,14,8,2026-04-02 09:30,-0.71,0.52,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.71,,True,,0.52,,True,,2026-04-02 09:30:00,,14,,True,8,,True,False,,False,0,True
293,15,9,2026-05-29 15:19,0.06,0.32,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.06,,True,,0.32,,True,,2026-05-29 15:19:00,,15,,True,9,,True,False,,False,0,True
5195,16,10,2026-04-29 17:42,-0.44,0.51,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.44,,True,,0.51,,True,,2026-04-29 17:42:00,,16,,True,10,,True,False,,False,0,True
5826,17,11,2026-05-12 13:54,0.87,0.81,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.87,,True,,0.81,,True,,2026-05-12 13:54:00,,17,,True,11,,True,False,,False,0,True
1140,18,12,2026-05-19 16:12,-0.20,0.30,Revisó materiales del curso,Revisó materiales del curso,-0.2,,True,,0.3,,True,,2026-05-19 16:12:00,,18,,True,12,,True,False,,False,0,True
3371,19,1,2026-05-15 11:55,0.68,0.84,Comprendió el problema planteado,Comprendió el problema planteado,0.68,,True,,0.84,,True,,2026-05-15 11:55:00,,19,,True,1,,True,False,,False,0,True
4293,20,2,2026-05-23 17:08,0.30,-0.01,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.3,,True,,-0.01,,True,,2026-05-23 17:08:00,,20,,True,2,,True,False,,False,0,True
3790,21,3,2026-04-18 14:52,0.15,0.08,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.15,,True,,0.08,,True,,2026-04-18 14:52:00,,21,,True,3,,True,False,,False,0,True
5024,22,4,2026-05-26 09:34,0.43,0.07,Comprendió el problema planteado,Comprendió el problema planteado,0.43,,True,,0.07,,True,,2026-05-26 09:34:00,,22,,True,4,,True,False,,False,0,True
1983,23,5,2026-05-08 14:10,-0.31,0.11,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.31,,True,,0.11,,True,,2026-05-08 14:10:00,,23,,True,5,,True,False,,False,0,True
1840,24,6,2026-04-03 10:45,0.98,-0.18,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.98,,True,,-0.18,,True,,2026-04-03 10:45:00,,24,,True,6,,True,False,,False,0,True
5655,25,7,2026-04-21 17:03,-0.88,0.99,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.88,,True,,0.99,,True,,2026-04-21 17:03:00,,25,,True,7,,True,False,,False,0,True
3529,1,8,2026-04-21 09:35,-0.53,0.73,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.53,,True,,0.73,,True,,2026-04-21 09:35:00,,1,,True,8,,True,False,,False,0,True
2105,2,9,2026-05-30 17:14,-0.11,0.01,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.11,,True,,0.01,,True,,2026-05-30 17:14:00,,2,,True,9,,True,False,,False,0,True
6016,3,10,fecha_mal,0.10,0.55,Revisó materiales del curso,Revisó materiales del curso,0.1,,True,,0.55,,True,,,fecha_hora inválida: fecha_mal,3,,True,10,,True,False,,False,1,False
425,4,11,2026-05-13 12:20,0.25,0.42,Registró una respuesta breve,Registró una respuesta breve,0.25,,True,,0.42,,True,,2026-05-13 12:20:00,,4,,True,11,,True,False,,False,0,True
524,5,12,2026-05-26 16:52,0.49,0.98,Comprendió el problema planteado,Comprendió el problema planteado,0.49,,True,,0.98,,True,,2026-05-26 16:52:00,,5,,True,12,,True,False,,False,0,True
2866,6,1,2026-05-19 14:59,0.27,0.57,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.27,,True,,0.57,,True,,2026-05-19 14:59:00,,6,,True,1,,True,False,,False,0,True
3836,7,2,2026-04-20 09:23,0.05,0.13,Registró una respuesta breve,Registró una respuesta breve,0.05,,True,,0.13,,True,,2026-04-20 09:23:00,,7,,True,2,,True,False,,False,0,True
5346,8,3,2026-04-25 16:11,-0.25,0.37,Revisó materiales del curso,Revisó materiales del curso,-0.25,,True,,0.37,,True,,2026-04-25 16:11:00,,8,,True,3,,True,False,,False,0,True
1193,9,4,2026-05-22 12:18,0.21,-0.34,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.21,,True,,-0.34,,True,,2026-05-22 12:18:00,,9,,True,4,,True,False,,False,0,True
3218,10,5,2026-04-22 13:47,-0.12,0.03,Completó una etapa intermedia,Completó una etapa intermedia,-0.12,,True,,0.03,,True,,2026-04-22 13:47:00,,10,,True,5,,True,False,,False,0,True
3731,11,6,2026-04-26 16:11,-0.36,0.65,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.36,,True,,0.65,,True,,2026-04-26 16:11:00,,11,,True,6,,True,False,,False,0,True
1846,12,7,2026-05-03 08:20,-0.30,0.85,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.3,,True,,0.85,,True,,2026-05-03 08:20:00,,12,,True,7,,True,False,,False,0,True
232,13,8,2026-05-02 13:17,-0.03,-0.05,Revisó materiales del curso,Revisó materiales del curso,-0.03,,True,,-0.05,,True,,2026-05-02 13:17:00,,13,,True,8,,True,False,,False,0,True
3406,14,9,2026-05-18 10:00,-0.33,0.57,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.33,,True,,0.57,,True,,2026-05-18 10:00:00,,14,,True,9,,True,False,,False,0,True
3445,15,10,2026-05-17 14:46,-0.35,0.00,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.35,,True,,0.0,,True,,2026-05-17 14:46:00,,15,,True,10,,True,False,,False,0,True
4463,16,11,2026-05-14 16:26,0.33,0.47,Recibió una devolución positiva,Recibió una devolución positiva,0.33,,True,,0.47,,True,,2026-05-14 16:26:00,,16,,True,11,,True,False,,False,0,True
5550,17,12,2026-04-23 16:26,0.01,-0.09,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.01,,True,,-0.09,,True,,2026-04-23 16:26:00,,17,,True,12,,True,False,,False,0,True
4030,18,1,2026-04-09 12:35,0.15,0.30,Revisó materiales del curso,Revisó materiales del curso,0.15,,True,,0.3,,True,,2026-04-09 12:35:00,,18,,True,1,,True,False,,False,0,True
1890,19,2,2026-05-22 12:01,0.44,0.35,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.44,,True,,0.35,,True,,2026-05-22 12:01:00,,19,,True,2,,True,False,,False,0,True
5733,20,3,2026-05-03 17:59,0.97,0.43,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.97,,True,,0.43,,True,,2026-05-03 17:59:00,,20,,True,3,,True,False,,False,0,True
2498,21,4,2026-04-08 15:02,0.40,0.62,Comprendió el problema planteado,Comprendió el problema planteado,0.4,,True,,0.62,,True,,2026-04-08 15:02:00,,21,,True,4,,True,False,,False,0,True
2021,22,5,2026-04-15 09:14,-0.23,0.80,Completó una etapa intermedia,Completó una etapa intermedia,-0.23,,True,,0.8,,True,,2026-04-15 09:14:00,,22,,True,5,,True,False,,False,0,True
1004,23,6,2026-04-14 16:58,-0.70,0.63,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.7,,True,,0.63,,True,,2026-04-14 16:58:00,,23,,True,6,,True,False,,False,0,True
1731,24,7,2026-05-29 09:38,0.18,-0.41,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.18,,True,,-0.41,,True,,2026-05-29 09:38:00,,24,,True,7,,True,False,,False,0,True
3644,25,8,2026-05-08 08:54,0.13,0.15,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.13,,True,,0.15,,True,,2026-05-08 08:54:00,,25,,True,8,,True,False,,False,0,True
1085,1,9,2026-04-01 14:20,-0.01,0.26,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.01,,True,,0.26,,True,,2026-04-01 14:20:00,,1,,True,9,,True,False,,False,0,True
2353,2,10,2026-05-25 10:40,0.14,-0.59,Registró una respuesta breve,Registró una respuesta breve,0.14,,True,,-0.59,,True,,2026-05-25 10:40:00,,2,,True,10,,True,False,,False,0,True
3946,3,11,2026-05-29 17:40,-0.30,0.54,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.3,,True,,0.54,,True,,2026-05-29 17:40:00,,3,,True,11,,True,False,,False,0,True
2017,4,12,2026-04-08 11:25,0.16,0.40,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.16,,True,,0.4,,True,,2026-04-08 11:25:00,,4,,True,12,,True,False,,False,0,True
1475,5,1,2026-04-23 14:06,0.30,0.04,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.3,,True,,0.04,,True,,2026-04-23 14:06:00,,5,,True,1,,True,False,,False,0,True
4012,6,2,2026-05-24 13:12,0.49,0.47,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.49,,True,,0.47,,True,,2026-05-24 13:12:00,,6,,True,2,,True,False,,False,0,True
1947,7,3,2026-04-23 09:28,0.14,0.39,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.14,,True,,0.39,,True,,2026-04-23 09:28:00,,7,,True,3,,True,False,,False,0,True
904,8,4,2026-05-02 11:18,0.41,0.57,Encontró una solución funcional,Encontró una solución funcional,0.41,,True,,0.57,,True,,2026-05-02 11:18:00,,8,,True,4,,True,False,,False,0,True
2018,9,5,2026-05-06 15:51,-0.46,0.49,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.46,,True,,0.49,,True,,2026-05-06 15:51:00,,9,,True,5,,True,False,,False,0,True
545,10,6,2026-04-24 13:01,-0.44,0.62,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.44,,True,,0.62,,True,,2026-04-24 13:01:00,,10,,True,6,,True,False,,False,0,True
4531,11,7,2026-04-26 13:16,-0.30,0.42,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.3,,True,,0.42,,True,,2026-04-26 13:16:00,,11,,True,7,,True,False,,False,0,True
1874,12,8,2026-04-06 17:23,-0.14,0.15,Registró una respuesta breve,Registró una respuesta breve,-0.14,,True,,0.15,,True,,2026-04-06 17:23:00,,12,,True,8,,True,False,,False,0,True
543,13,9,2026-04-20 10:19,-0.28,0.47,Registró una respuesta breve,Registró una respuesta breve,-0.28,,True,,0.47,,True,,2026-04-20 10:19:00,,13,,True,9,,True,False,,False,0,True
4920,14,10,2026-04-29 17:48,-0.16,0.32,Completó una etapa intermedia,Completó una etapa intermedia,-0.16,,True,,0.32,,True,,2026-04-29 17:48:00,,14,,True,10,,True,False,,False,0,True
5646,15,11,2026-05-20 12:30,-0.70,0.41,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.7,,True,,0.41,,True,,2026-05-20 12:30:00,,15,,True,11,,True,False,,False,0,True
2794,16,12,2026-04-17 13:07,-0.40,0.44,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.4,,True,,0.44,,True,,2026-04-17 13:07:00,,16,,True,12,,True,False,,False,0,True
2162,17,1,2026-05-29 12:45,0.34,0.09,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.34,,True,,0.09,,True,,2026-05-29 12:45:00,,17,,True,1,,True,False,,False,0,True
